"","subject","session","scan"
"2803","0025996",1,1
"2804","0025996",1,2
"2805","0025996",2,1
"2806","0025996",2,2
"2807","0025996",3,1
"2808","0025996",3,2
"2809","0025996",4,1
"2810","0025996",4,2
"2811","0025996",5,1
"2812","0025996",5,2
"2813","0025997",1,1
"2814","0025997",1,2
"2815","0025997",2,1
"2816","0025997",2,2
"2817","0025997",3,1
"2818","0025997",3,2
"2819","0025997",4,1
"2820","0025997",4,2
"2821","0025997",5,1
"2822","0025997",5,2
"2823","0025998",1,1
"2824","0025998",1,2
"2825","0025998",2,1
"2826","0025998",2,2
"2827","0025998",3,1
"2828","0025998",3,2
"2829","0025998",4,1
"2830","0025998",4,2
"2831","0025998",5,1
"2832","0025998",5,2
"2833","0025999",1,1
"2834","0025999",1,2
"2835","0025999",1,3
"2836","0025999",2,1
"2837","0025999",2,2
"2838","0025999",3,1
"2839","0025999",3,2
"2840","0025999",3,3
"2841","0025999",4,1
"2842","0025999",4,2
"2843","0025999",5,1
"2844","0025999",5,2
"2845","0026000",1,1
"2846","0026000",1,2
"2847","0026000",2,1
"2848","0026000",2,2
"2849","0026000",3,1
"2850","0026000",3,2
"2851","0026000",4,1
"2852","0026000",4,2
"2853","0026000",5,1
"2854","0026000",5,2
"2855","0026001",1,1
"2856","0026001",1,2
"2857","0026001",2,1
"2858","0026001",2,2
"2859","0026001",3,1
"2860","0026001",3,2
"2861","0026001",4,1
"2862","0026001",4,2
"2863","0026001",5,1
"2864","0026001",5,2
"2865","0026002",1,1
"2866","0026002",1,2
"2867","0026002",2,1
"2868","0026002",2,2
"2869","0026002",3,1
"2870","0026002",3,2
"2871","0026002",4,1
"2872","0026002",4,2
"2873","0026002",5,1
"2874","0026002",5,2
"2875","0026003",1,1
"2876","0026003",1,2
"2877","0026003",2,1
"2878","0026003",2,2
"2879","0026003",3,1
"2880","0026003",3,2
"2881","0026003",4,1
"2882","0026003",4,2
"2883","0026003",5,1
"2884","0026003",5,2
"2885","0026004",1,1
"2886","0026004",1,2
"2887","0026004",2,1
"2888","0026004",2,2
"2889","0026004",3,1
"2890","0026004",3,2
"2891","0026004",4,1
"2892","0026004",4,2
"2893","0026004",5,1
"2894","0026004",5,2
"2895","0026005",1,1
"2896","0026005",1,2
"2897","0026005",2,1
"2898","0026005",2,2
"2899","0026005",3,1
"2900","0026005",3,2
"2901","0026005",4,1
"2902","0026005",4,2
"2903","0026005",5,1
"2904","0026005",5,2
"2905","0026006",1,1
"2906","0026006",1,2
"2907","0026006",2,1
"2908","0026006",2,2
"2909","0026006",3,1
"2910","0026006",3,2
"2911","0026006",4,1
"2912","0026006",4,2
"2913","0026006",5,1
"2914","0026006",5,2
"2915","0026007",1,1
"2916","0026007",1,2
"2917","0026007",2,1
"2918","0026007",2,2
"2919","0026008",1,1
"2920","0026008",1,2
"2921","0026008",2,1
"2922","0026008",2,2
"2923","0026009",1,1
"2924","0026009",1,2
"2925","0026009",2,1
"2926","0026009",2,2
"2927","0026010",1,1
"2928","0026010",1,2
"2929","0026010",2,1
"2930","0026010",2,2
"2931","0026011",1,1
"2932","0026011",1,2
"2933","0026011",2,1
"2934","0026011",2,2
"2935","0026012",1,1
"2936","0026012",1,2
"2937","0026012",2,1
"2938","0026012",2,2
"2939","0026013",1,1
"2940","0026013",1,2
"2941","0026013",2,1
"2942","0026013",2,2
"2943","0026014",1,1
"2944","0026014",1,2
"2945","0026014",2,1
"2946","0026014",2,2
"2947","0026015",1,1
"2948","0026015",1,2
"2949","0026015",2,1
"2950","0026015",2,2
"2951","0026016",1,1
"2952","0026016",1,2
"2953","0026016",2,1
"2954","0026016",2,2
"2955","0026017",1,1
"2956","0026017",1,10
"2957","0026017",1,2
"2958","0026017",1,3
"2959","0026017",1,4
"2960","0026017",1,5
"2961","0026017",1,6
"2962","0026017",1,7
"2963","0026017",1,8
"2964","0026017",1,9
"2965","0026017",10,1
"2966","0026017",10,10
"2967","0026017",10,2
"2968","0026017",10,3
"2969","0026017",10,4
"2970","0026017",10,5
"2971","0026017",10,6
"2972","0026017",10,7
"2973","0026017",10,8
"2974","0026017",10,9
"2975","0026017",2,1
"2976","0026017",2,10
"2977","0026017",2,2
"2978","0026017",2,3
"2979","0026017",2,4
"2980","0026017",2,5
"2981","0026017",2,6
"2982","0026017",2,7
"2983","0026017",2,8
"2984","0026017",2,9
"2985","0026017",3,1
"2986","0026017",3,10
"2987","0026017",3,2
"2988","0026017",3,3
"2989","0026017",3,4
"2990","0026017",3,5
"2991","0026017",3,6
"2992","0026017",3,7
"2993","0026017",3,8
"2994","0026017",3,9
"2995","0026017",4,1
"2996","0026017",4,10
"2997","0026017",4,2
"2998","0026017",4,3
"2999","0026017",4,4
"3000","0026017",4,5
"3001","0026017",4,6
"3002","0026017",4,7
"3003","0026017",4,8
"3004","0026017",4,9
"3005","0026017",5,1
"3006","0026017",5,10
"3007","0026017",5,2
"3008","0026017",5,3
"3009","0026017",5,4
"3010","0026017",5,5
"3011","0026017",5,6
"3012","0026017",5,7
"3013","0026017",5,8
"3014","0026017",5,9
"3015","0026017",6,1
"3016","0026017",6,10
"3017","0026017",6,2
"3018","0026017",6,3
"3019","0026017",6,4
"3020","0026017",6,5
"3021","0026017",6,6
"3022","0026017",6,7
"3023","0026017",6,8
"3024","0026017",6,9
"3025","0026017",7,1
"3026","0026017",7,10
"3027","0026017",7,2
"3028","0026017",7,3
"3029","0026017",7,4
"3030","0026017",7,5
"3031","0026017",7,6
"3032","0026017",7,7
"3033","0026017",7,8
"3034","0026017",7,9
"3035","0026017",8,1
"3036","0026017",8,10
"3037","0026017",8,2
"3038","0026017",8,3
"3039","0026017",8,4
"3040","0026017",8,5
"3041","0026017",8,6
"3042","0026017",8,7
"3043","0026017",8,8
"3044","0026017",8,9
"3045","0026017",9,1
"3046","0026017",9,10
"3047","0026017",9,2
"3048","0026017",9,3
"3049","0026017",9,4
"3050","0026017",9,5
"3051","0026017",9,6
"3052","0026017",9,7
"3053","0026017",9,8
"3054","0026017",9,9
"3055","0026018",1,1
"3056","0026018",2,1
"3057","0026018",2,2
"3058","0026019",1,1
"3059","0026019",2,1
"3060","0026019",2,2
"3061","0026020",1,1
"3062","0026020",2,1
"3063","0026020",2,2
"3064","0026021",1,1
"3065","0026021",2,1
"3066","0026021",2,2
"3067","0026022",1,1
"3068","0026022",2,1
"3069","0026022",2,2
"3070","0026023",1,1
"3071","0026023",2,1
"3072","0026023",2,2
"3073","0026024",1,1
"3074","0026024",2,1
"3075","0026024",2,2
"3076","0026025",1,1
"3077","0026025",2,1
"3078","0026025",2,2
"3079","0026026",1,1
"3080","0026026",2,1
"3081","0026026",2,2
"3082","0026027",1,1
"3083","0026027",2,1
"3084","0026027",2,2
"3085","0026028",1,1
"3086","0026028",2,1
"3087","0026028",2,2
"3088","0026029",1,1
"3089","0026029",2,1
"3090","0026029",2,2
"3091","0026030",1,1
"3092","0026030",2,1
"3093","0026030",2,2
"3094","0026031",1,1
"3095","0026031",2,1
"3096","0026031",2,2
"3097","0026032",1,1
"3098","0026032",2,1
"3099","0026032",2,2
"3100","0026033",1,1
"3101","0026033",2,1
"3102","0026033",2,2
"3103","0026034",1,1
"3104","0026034",2,1
"3105","0026034",2,2
"3106","0026035",1,1
"3107","0026035",2,1
"3108","0026035",2,2
"3109","0026036",1,1
"3110","0026036",2,1
"3111","0026036",2,2
"3112","0026037",1,1
"3113","0026037",2,1
"3114","0026037",2,2
"3115","0026038",1,1
"3116","0026038",2,1
"3117","0026038",2,2
"3118","0026039",1,1
"3119","0026039",2,1
"3120","0026039",2,2
"3121","0026040",1,1
"3122","0026040",2,1
"3123","0026040",2,2
"3124","0026041",1,1
"3125","0026041",2,1
"3126","0026041",2,2
"3127","0026042",1,1
"3128","0026042",2,1
"3129","0026042",2,2
"3130","0026043",1,1
"3131","0026043",2,1
"3132","0026043",2,2
"3133","0026044",1,1
"3134","0026044",1,2
"3135","0026044",1,3
"3136","0026044",10,1
"3137","0026044",10,2
"3138","0026044",10,3
"3139","0026044",11,1
"3140","0026044",11,2
"3141","0026044",11,3
"3142","0026044",12,1
"3143","0026044",12,2
"3144","0026044",12,3
"3145","0026044",13,1
"3146","0026044",13,2
"3147","0026044",13,3
"3148","0026044",14,1
"3149","0026044",14,2
"3150","0026044",14,3
"3151","0026044",15,1
"3152","0026044",15,2
"3153","0026044",15,3
"3154","0026044",2,1
"3155","0026044",2,2
"3156","0026044",2,3
"3157","0026044",3,1
"3158","0026044",3,2
"3159","0026044",3,3
"3160","0026044",4,1
"3161","0026044",4,2
"3162","0026044",4,3
"3163","0026044",5,1
"3164","0026044",5,2
"3165","0026044",5,3
"3166","0026044",6,1
"3167","0026044",6,2
"3168","0026044",6,3
"3169","0026044",7,1
"3170","0026044",7,2
"3171","0026044",7,3
"3172","0026044",8,1
"3173","0026044",8,2
"3174","0026044",8,3
"3175","0026044",9,1
"3176","0026044",9,2
"3177","0026044",9,3
"3178","0026045",1,1
"3179","0026045",1,2
"3180","0026045",1,3
"3181","0026045",10,1
"3182","0026045",10,2
"3183","0026045",10,3
"3184","0026045",11,1
"3185","0026045",11,2
"3186","0026045",11,3
"3187","0026045",12,1
"3188","0026045",12,2
"3189","0026045",12,3
"3190","0026045",13,1
"3191","0026045",13,2
"3192","0026045",13,3
"3193","0026045",14,1
"3194","0026045",14,2
"3195","0026045",14,3
"3196","0026045",15,1
"3197","0026045",15,2
"3198","0026045",15,3
"3199","0026045",2,1
"3200","0026045",2,2
"3201","0026045",2,3
"3202","0026045",3,1
"3203","0026045",3,2
"3204","0026045",3,3
"3205","0026045",4,1
"3206","0026045",4,2
"3207","0026045",4,3
"3208","0026045",5,1
"3209","0026045",5,2
"3210","0026045",5,3
"3211","0026045",6,1
"3212","0026045",6,2
"3213","0026045",6,3
"3214","0026045",7,1
"3215","0026045",7,2
"3216","0026045",7,3
"3217","0026045",8,1
"3218","0026045",8,2
"3219","0026045",8,3
"3220","0026045",9,1
"3221","0026045",9,2
"3222","0026045",9,3
"3223","0026046",1,1
"3224","0026046",1,2
"3225","0026047",1,1
"3226","0026047",1,2
"3227","0026048",1,1
"3228","0026048",1,2
"3229","0026049",1,1
"3230","0026049",1,2
"3231","0026050",1,1
"3232","0026050",1,2
"3233","0026051",1,1
"3234","0026051",1,2
"3235","0026052",1,1
"3236","0026052",1,2
"3237","0026053",1,1
"3238","0026053",1,2
"3239","0026054",1,1
"3240","0026054",1,2
"3241","0026055",1,1
"3242","0026055",1,2
"3243","0026056",1,1
"3244","0026056",1,2
"3245","0026057",1,1
"3246","0026057",1,2
"3247","0026058",1,1
"3248","0026058",1,2
"3249","0026059",1,1
"3250","0026059",1,2
"3251","0026060",1,1
"3252","0026060",1,2
"3253","0026061",1,1
"3254","0026061",1,2
"3255","0026062",1,1
"3256","0026062",1,2
"3257","0026063",1,1
"3258","0026063",1,2
"3259","0026064",1,1
"3260","0026064",1,2
"3261","0026065",1,1
"3262","0026065",1,2
"3263","0026066",1,1
"3264","0026066",1,2
"3265","0026067",1,1
"3266","0026067",1,2
"3267","0026068",1,1
"3268","0026068",1,2
"3269","0026069",1,1
"3270","0026069",1,2
"3271","0026070",1,1
"3272","0026070",1,2
"3273","0026071",1,1
"3274","0026071",1,2
"3275","0026072",1,1
"3276","0026072",1,2
"3277","0026073",1,1
"3278","0026073",1,2
"3279","0026074",1,1
"3280","0026074",1,2
"3281","0026075",1,1
"3282","0026075",1,2
"3283","0026076",1,1
"3284","0026076",1,2
"3285","0026077",1,1
"3286","0026077",1,2
"3287","0026078",1,1
"3288","0026078",1,2
"3289","0026079",1,1
"3290","0026079",1,2
"3291","0026080",1,1
"3292","0026080",1,2
"3293","0026081",1,1
"3294","0026081",1,2
"3295","0026082",1,1
"3296","0026082",1,2
"3297","0026083",1,1
"3298","0026083",1,2
"3299","0026084",1,1
"3300","0026084",1,2
"3301","0026085",1,1
"3302","0026085",1,2
"3303","0026086",1,1
"3304","0026086",1,2
"3305","0026087",1,1
"3306","0026087",1,2
"3307","0026088",1,1
"3308","0026088",1,2
"3309","0026089",1,1
"3310","0026089",1,2
"3311","0026090",1,1
"3312","0026090",1,2
"3313","0026091",1,1
"3314","0026091",1,2
"3315","0026092",1,1
"3316","0026092",1,2
"3317","0026093",1,1
"3318","0026093",1,2
"3319","0026094",1,1
"3320","0026094",1,2
"3321","0026095",1,1
"3322","0026095",1,2
"3323","0026096",1,1
"3324","0026096",1,2
"3325","0026097",1,1
"3326","0026097",1,2
"3327","0026098",1,1
"3328","0026098",1,2
"3329","0026099",1,1
"3330","0026099",1,2
"3331","0026100",1,1
"3332","0026100",1,2
"3333","0026101",1,1
"3334","0026101",1,2
"3335","0026102",1,1
"3336","0026102",1,2
"3337","0026103",1,1
"3338","0026103",1,2
"3339","0026104",1,1
"3340","0026104",1,2
"3341","0026105",1,1
"3342","0026105",1,2
"3343","0026106",1,1
"3344","0026106",1,2
"3345","0026107",1,1
"3346","0026107",1,2
"3347","0026108",1,1
"3348","0026108",1,2
"3349","0026109",1,1
"3350","0026109",1,2
"3351","0026110",1,1
"3352","0026110",1,2
"3353","0026111",1,1
"3354","0026111",1,2
"3355","0026112",1,1
"3356","0026112",1,2
"3357","0026113",1,1
"3358","0026113",1,2
"3359","0026114",1,1
"3360","0026114",1,2
"3361","0026115",1,1
"3362","0026115",1,2
"3363","0026116",1,1
"3364","0026116",1,2
"3365","0026117",1,1
"3366","0026117",1,2
"3367","0026118",1,1
"3368","0026118",1,2
"3369","0026119",1,1
"3370","0026119",1,2
"3371","0026120",1,1
"3372","0026120",1,2
"3373","0026120",2,1
"3374","0026120",2,2
"3375","0026121",1,1
"3376","0026121",1,2
"3377","0026121",2,1
"3378","0026121",2,2
"3379","0026122",1,1
"3380","0026122",1,2
"3381","0026122",2,1
"3382","0026122",2,2
"3383","0026123",1,1
"3384","0026123",1,2
"3385","0026123",2,1
"3386","0026123",2,2
"3387","0026124",1,1
"3388","0026124",1,2
"3389","0026124",2,1
"3390","0026124",2,2
"3391","0026125",1,1
"3392","0026125",1,2
"3393","0026125",2,1
"3394","0026125",2,2
"3395","0026126",1,1
"3396","0026126",1,2
"3397","0026126",2,1
"3398","0026126",2,2
"3399","0026127",1,1
"3400","0026127",1,2
"3401","0026127",2,1
"3402","0026127",2,2
"3403","0026128",1,1
"3404","0026128",1,2
"3405","0026128",2,1
"3406","0026128",2,2
"3407","0026129",1,1
"3408","0026129",1,2
"3409","0026129",2,1
"3410","0026129",2,2
"3411","0026130",1,1
"3412","0026130",1,2
"3413","0026130",2,1
"3414","0026130",2,2
"3415","0026131",1,1
"3416","0026131",1,2
"3417","0026131",2,1
"3418","0026131",2,2
"3419","0026132",1,1
"3420","0026132",1,2
"3421","0026132",2,1
"3422","0026132",2,2
"3423","0026133",1,1
"3424","0026133",1,2
"3425","0026133",2,1
"3426","0026133",2,2
"3427","0026134",1,1
"3428","0026134",1,2
"3429","0026134",2,1
"3430","0026134",2,2
"3431","0026135",1,1
"3432","0026135",1,2
"3433","0026135",2,1
"3434","0026135",2,2
"3435","0026136",1,1
"3436","0026136",1,2
"3437","0026136",2,1
"3438","0026136",2,2
"3439","0026137",1,1
"3440","0026137",1,2
"3441","0026137",2,1
"3442","0026137",2,2
"3443","0026138",1,1
"3444","0026138",1,2
"3445","0026138",2,1
"3446","0026138",2,2
"3447","0026139",1,1
"3448","0026139",1,2
"3449","0026139",2,1
"3450","0026139",2,2
"3451","0026140",1,1
"3452","0026140",1,2
"3453","0026140",2,1
"3454","0026140",2,2
"3455","0026141",1,1
"3456","0026141",1,2
"3457","0026141",2,1
"3458","0026141",2,2
"3459","0026142",1,1
"3460","0026142",1,2
"3461","0026142",2,1
"3462","0026142",2,2
"3463","0026143",1,1
"3464","0026143",1,2
"3465","0026143",2,1
"3466","0026143",2,2
"3467","0026144",1,1
"3468","0026144",1,2
"3469","0026144",2,1
"3470","0026144",2,2
"3471","0026145",1,1
"3472","0026145",1,2
"3473","0026145",2,1
"3474","0026145",2,2
"3475","0026146",1,1
"3476","0026146",1,2
"3477","0026146",2,1
"3478","0026146",2,2
"3479","0026147",1,1
"3480","0026147",1,2
"3481","0026147",2,1
"3482","0026147",2,2
"3483","0026148",1,1
"3484","0026148",1,2
"3485","0026148",2,1
"3486","0026148",2,2
"3487","0026149",1,1
"3488","0026149",1,2
"3489","0026149",2,1
"3490","0026149",2,2
"3491","0026150",1,1
"3492","0026150",1,2
"3493","0026150",2,1
"3494","0026150",2,2
"3495","0026151",1,1
"3496","0026151",1,2
"3497","0026151",2,1
"3498","0026151",2,2
"3499","0026152",1,1
"3500","0026152",1,2
"3501","0026152",2,1
"3502","0026152",2,2
"3503","0026153",1,1
"3504","0026153",1,2
"3505","0026153",2,1
"3506","0026153",2,2
"3507","0026154",1,1
"3508","0026154",1,2
"3509","0026154",2,1
"3510","0026154",2,2
"3511","0026155",1,1
"3512","0026155",1,2
"3513","0026155",2,1
"3514","0026155",2,2
"3515","0026156",1,1
"3516","0026156",1,2
"3517","0026156",2,1
"3518","0026156",2,2
"3519","0026157",1,1
"3520","0026157",1,2
"3521","0026157",2,1
"3522","0026157",2,2
"3523","0026158",1,1
"3524","0026158",1,2
"3525","0026158",2,1
"3526","0026158",2,2
"3527","0026159",1,1
"3528","0026159",1,2
"3529","0026159",2,1
"3530","0026159",2,2
"3531","0026160",1,1
"3532","0026160",1,2
"3533","0026160",2,1
"3534","0026160",2,2
"3535","0026161",1,1
"3536","0026161",1,2
"3537","0026161",2,1
"3538","0026161",2,2
"3539","0026162",1,1
"3540","0026162",1,2
"3541","0026162",2,1
"3542","0026162",2,2
"3543","0026163",1,1
"3544","0026163",1,2
"3545","0026163",2,1
"3546","0026163",2,2
"3547","0026164",1,1
"3548","0026164",1,2
"3549","0026164",2,1
"3550","0026164",2,2
"3551","0026165",1,1
"3552","0026165",1,2
"3553","0026165",2,1
"3554","0026165",2,2
"3555","0026166",1,1
"3556","0026166",1,2
"3557","0026166",2,1
"3558","0026166",2,2
"3559","0026167",1,1
"3560","0026167",1,2
"3561","0026167",2,1
"3562","0026167",2,2
"3563","0026168",1,1
"3564","0026168",1,2
"3565","0026168",2,1
"3566","0026168",2,2
"3567","0026169",1,1
"3568","0026169",1,2
"3569","0026169",2,1
"3570","0026169",2,2
"3571","0026170",1,1
"3572","0026170",1,2
"3573","0026170",2,1
"3574","0026170",2,2
"3575","0026171",1,1
"3576","0026171",1,2
"3577","0026171",2,1
"3578","0026171",2,2
"3579","0026172",1,1
"3580","0026172",1,2
"3581","0026172",2,1
"3582","0026172",2,2
"3583","0026173",1,1
"3584","0026173",1,2
"3585","0026173",2,1
"3586","0026173",2,2
"3587","0026174",1,1
"3588","0026174",1,2
"3589","0026174",2,1
"3590","0026174",2,2
"3591","0026175",1,1
"3592","0026175",1,2
"3593","0026175",2,1
"3594","0026175",2,2
"3595","0026176",1,1
"3596","0026176",1,2
"3597","0026176",2,1
"3598","0026176",2,2
"3599","0026177",1,1
"3600","0026177",1,2
"3601","0026177",2,1
"3602","0026177",2,2
"3603","0026178",1,1
"3604","0026178",1,2
"3605","0026178",2,1
"3606","0026178",2,2
"3607","0026179",1,1
"3608","0026179",1,2
"3609","0026179",2,1
"3610","0026179",2,2
"3611","0026180",1,1
"3612","0026180",1,2
"3613","0026180",2,1
"3614","0026180",2,2
"3615","0026181",1,1
"3616","0026181",1,2
"3617","0026181",2,1
"3618","0026181",2,2
"3619","0026182",1,1
"3620","0026182",1,2
"3621","0026182",2,1
"3622","0026182",2,2
"3623","0026183",1,1
"3624","0026183",1,2
"3625","0026183",2,1
"3626","0026183",2,2
"3627","0026184",1,1
"3628","0026184",1,2
"3629","0026184",2,1
"3630","0026184",2,2
"3631","0026185",1,1
"3632","0026185",1,2
"3633","0026185",2,1
"3634","0026185",2,2
"3635","0026186",1,1
"3636","0026186",1,2
"3637","0026186",2,1
"3638","0026186",2,2
"3639","0026187",1,1
"3640","0026187",1,2
"3641","0026187",2,1
"3642","0026187",2,2
"3643","0026188",1,1
"3644","0026188",1,2
"3645","0026188",2,1
"3646","0026188",2,2
"3647","0026189",1,1
"3648","0026189",1,2
"3649","0026189",2,1
"3650","0026189",2,2
"3651","0026190",1,1
"3652","0026190",1,2
"3653","0026191",1,1
"3654","0026191",1,2
"3655","0026192",1,1
"3656","0026192",1,2
"3657","0026193",1,1
"3658","0026193",1,2
"3659","0026194",1,1
"3660","0026194",1,2
"3661","0026195",1,1
"3662","0026195",1,2
"3663","0026196",1,1
"3664","0026196",1,2
"3665","0026197",1,1
"3666","0026197",1,2
"3667","0026198",1,1
"3668","0026198",1,2
"3669","0026199",1,1
"3670","0026199",1,2
"3671","0026200",1,1
"3672","0026200",1,2
"3673","0026201",1,1
"3674","0026201",1,2
"3675","0026202",1,1
"3676","0026202",1,2
"3677","0026203",1,1
"3678","0026203",1,2
"3679","0026204",1,1
"3680","0026204",1,2
"3681","0026205",1,1
"3682","0026205",1,2
"3683","0026206",1,1
"3684","0026206",1,2
"3685","0026207",1,1
"3686","0026207",1,2
"3687","0026208",1,1
"3688","0026208",1,2
"3689","0026209",1,1
"3690","0026209",1,2
"3691","0027010",1,1
"3692","0027010",2,1
"3693","0027011",1,1
"3694","0027011",2,1
"3695","0027012",1,1
"3696","0027012",2,1
"3697","0027013",1,1
"3698","0027013",2,1
"3699","0027014",2,1
"3700","0027015",1,1
"3701","0027015",2,1
"3702","0027016",1,1
"3703","0027016",2,1
"3704","0027017",1,1
"3705","0027017",2,1
"3706","0027018",1,1
"3707","0027018",2,1
"3708","0027019",1,1
"3709","0027019",2,1
"3710","0027020",1,1
"3711","0027020",2,1
"3712","0027021",1,1
"3713","0027021",2,1
"3714","0027022",1,1
"3715","0027022",2,1
"3716","0027023",1,1
"3717","0027024",2,1
